name,description_semantique,ingredients,instructions,category,difficulty,prep_time,taste_profile
The Cuban Nectar,Le caractere du Whisky scotch s'exprime pleinement avec Jus de passion et Baileys dans ce cocktail tropical. Complexite gustative revelant fume puis tropical. Moment d'exception.,"[""60ml Whisky scotch"", ""60ml Jus de passion"", ""25ml Baileys"", ""Baton de cannelle"", ""Glacons""]",1. Remplir le verre de glacons 2. Verser les ingredients directement dans le verre 3. Melanger doucement 5. Garnir selon votre preference,Tropical,Difficile,5,"{""Douceur"": 4.1, ""Acidite"": 2.3, ""Amertume"": 1.8, ""Force"": 4.0, ""Fraicheur"": 2.1}"
The Silver Petal,"Ce aperitif complexe combine harmonieusement Rhum blanc et Lait de coco, avec une touche de Miel liquide. Notes dominantes de leger avec une finale persistante. Ideal pour une soiree entre amis.","[""45ml Rhum blanc"", ""45ml Lait de coco"", ""20ml Miel liquide"", ""Zeste de pamplemousse"", ""Glacons"", ""Poivre noir""]",1. Remplir le verre de glacons 2. Verser les ingredients directement dans le verre 3. Melanger doucement 5. Garnir avec zeste de pamplemousse,Aperitif,Difficile,4,"{""Douceur"": 3.2, ""Acidite"": 1.5, ""Amertume"": 1.7, ""Force"": 4.2, ""Fraicheur"": 3.1}"
Santorini Spritz,Cocktail aperitif delicat celebrant Whisky irlandais dans toute sa splendeur. Jus de passion et Baileys completent l'ensemble. Notes dominantes de cereale avec une finale fraiche.,"[""50ml Whisky irlandais"", ""45ml Jus de passion"", ""20ml Baileys"", ""Tranche d'ananas"", ""Glacons""]",1. Ajouter tous les ingredients dans un shaker avec de la glace 2. Shaker energiquement pendant 15 secondes 3. Filtrer dans le verre de service 5. Garnir avec tranche d'ananas,Aperitif,Facile,7,"{""Douceur"": 4.1, ""Acidite"": 2.2, ""Amertume"": 1.9, ""Force"": 3.6, ""Fraicheur"": 2.1}"
The Silky Bloom,Un melange rafraichissant et complexe de Gin avec Lait de coco. Le Amaretto ajoute une dimension sensorielle. Bouquet de genievre evoluant vers herbes. Recommande pour les afterworks.,"[""45ml Gin"", ""30ml Lait de coco"", ""25ml Amaretto"", ""Olive verte""]",1. Combiner les ingredients dans le verre 2. Melanger et servir 5. Garnir selon votre preference,Tiki,Moyen,4,"{""Douceur"": 3.6, ""Acidite"": 1.5, ""Amertume"": 3.5, ""Force"": 3.9, ""Fraicheur"": 2.6}"
Melbourne Fizz,"Un rafraichissant voyage sensoriel avec Brandy comme guide, Jus de cranberry comme compagnon et Grand Marnier comme destination. Bouquet de chaleureux evoluant vers berry.","[""45ml Brandy"", ""90ml Jus de cranberry"", ""30ml Grand Marnier"", ""Feuilles de menthe"", ""Glacons"", ""Eau petillante""]","1. Dans un shaker, piler delicatement les ingredients frais 2. Ajouter les alcools et la glace 3. Shaker vigoureusement pendant 10 secondes 4. Filtrer dans un verre refroidi 5. Garnir avec feuilles de menthe",Aperitif,Moyen,5,"{""Douceur"": 3.0, ""Acidite"": 3.0, ""Amertume"": 2.8, ""Force"": 3.9, ""Fraicheur"": 2.5}"
Shadow de Miami,Le caractere du Tequila reposado s'exprime pleinement avec Puree de fraise et Malibu dans ce cocktail tiki. Notes dominantes de vanille avec une finale epicee. Moment d'exception.,"[""60ml Tequila reposado"", ""90ml Puree de fraise"", ""30ml Malibu"", ""Quartier de pamplemousse""]",1. Placer tous les ingredients dans un blender 2. Ajouter une tasse de glace pilee 3. Mixer jusqu'a obtenir une consistance lisse 4. Verser dans un verre hurricane 5. Garnir selon votre preference,Tiki,Difficile,6,"{""Douceur"": 4.0, ""Acidite"": 1.6, ""Amertume"": 3.1, ""Force"": 4.3, ""Fraicheur"": 1.5}"
Thunder de Hong Kong,"Un sophistique voyage sensoriel avec Brandy comme guide, Eau gazeuse comme compagnon et Sirop simple comme destination. Notes dominantes de fruit avec une finale douce.","[""50ml Brandy"", ""45ml Eau gazeuse"", ""15ml Sirop simple"", ""Cerise au marasquin""]",1. Combiner les ingredients dans le verre 2. Melanger et servir 5. Garnir avec cerise au marasquin,Tropical,Difficile,4,"{""Douceur"": 2.9, ""Acidite"": 1.5, ""Amertume"": 3.0, ""Force"": 3.7, ""Fraicheur"": 2.2}"
Rio Spritz,Ce cocktail digestif met en valeur le Cachaca accompagne de Eau de rose frais. Grand Marnier apporte une touche d'originalite. Equilibre parfait entre vegetal et vegetal.,"[""45ml Cachaca"", ""90ml Eau de rose"", ""30ml Grand Marnier"", ""Noix de muscade rapee"", ""Glacons""]",1. Placer les ingredients dans un verre a melange avec glace 2. Remuer delicatement a la cuillere pendant 30 secondes 3. Filtrer dans un verre refroidi 5. Garnir selon votre preference,Digestif,Moyen,6,"{""Douceur"": 2.2, ""Acidite"": 1.5, ""Amertume"": 1.5, ""Force"": 3.8, ""Fraicheur"": 2.6}"
Fresh Dawn,Un melange sophistique et subtil de Vodka avec Ginger beer. Le Sirop de gingembre ajoute une dimension gustative. Bouquet de carbonated evoluant vers gingembre. Recommande pour les retrouvailles.,"[""45ml Vodka"", ""60ml Ginger beer"", ""25ml Sirop de gingembre"", ""Zeste de citron"", ""Glacons""]","1. Dans un shaker, piler delicatement les ingredients frais 2. Ajouter les alcools et la glace 3. Shaker vigoureusement pendant 10 secondes 4. Filtrer dans un verre refroidi 5. Garnir avec zeste de citron",Refreshing,Difficile,7,"{""Douceur"": 3.4, ""Acidite"": 1.6, ""Amertume"": 1.7, ""Force"": 4.9, ""Fraicheur"": 3.3}"
Maui Smash,Laissez-vous seduire par ce elegant cocktail ou Rhum brun s'allie au Jus de pomme. Une pointe de Sirop d'orgeat revele une complexite insoupconnee. Profil gustatif marque par epice et une touche de profond.,"[""45ml Rhum brun"", ""45ml Jus de pomme"", ""20ml Sirop d'orgeat"", ""Lamelle de gingembre"", ""Glacons""]",1. Ajouter tous les ingredients dans un shaker avec de la glace 2. Shaker energiquement pendant 15 secondes 3. Filtrer dans le verre de service 5. Garnir selon votre preference,Refreshing,Difficile,6,"{""Douceur"": 3.9, ""Acidite"": 1.9, ""Amertume"": 3.2, ""Force"": 3.9, ""Fraicheur"": 1.9}"
Garden de Paris,"Ce cocktail complexe revisite les classiques avec Rhum blanc, Tonic water et Kahlua. Equilibre parfait entre leger et tropical. Une experience inoubliable.","[""60ml Rhum blanc"", ""90ml Tonic water"", ""15ml Kahlua"", ""Rondelle de citron vert"", ""Glacons""]",1. Placer tous les ingredients dans un blender 2. Ajouter une tasse de glace pilee 3. Mixer jusqu'a obtenir une consistance lisse 4. Verser dans un verre hurricane 5. Garnir avec rondelle de citron vert,Classic,Moyen,7,"{""Douceur"": 3.4, ""Acidite"": 1.5, ""Amertume"": 3.3, ""Force"": 3.9, ""Fraicheur"": 2.9}"
Secret Heaven,"Mezcal forme la base de ce cocktail complexe, enrichi par Jus de grenade et Creme de menthe. Profil gustatif marque par fume et une touche de fruit. Une experience unique a chaque gorgee.","[""50ml Mezcal"", ""90ml Jus de grenade"", ""30ml Creme de menthe"", ""Feuilles de menthe"", ""Glacons""]","1. Dans un shaker, piler delicatement les ingredients frais 2. Ajouter les alcools et la glace 3. Shaker vigoureusement pendant 10 secondes 4. Filtrer dans un verre refroidi 5. Garnir avec feuilles de menthe",Refreshing,Facile,4,"{""Douceur"": 3.8, ""Acidite"": 2.5, ""Amertume"": 1.7, ""Force"": 4.6, ""Fraicheur"": 2.4}"
The French Flame,Une creation elegant ou le Whisky scotch dialogue avec Jus de mangue. Benedictine orchestre cette rencontre. Complexite gustative revelant fume puis miel herbes. Emotion subtile garantie.,"[""45ml Whisky scotch"", ""60ml Jus de mangue"", ""20ml Benedictine"", ""Zeste de pamplemousse"", ""Glacons"", ""Poivre noir""]",1. Ajouter tous les ingredients dans un shaker avec de la glace 2. Shaker energiquement pendant 15 secondes 3. Filtrer dans le verre de service 5. Garnir avec zeste de pamplemousse,Refreshing,Moyen,5,"{""Douceur"": 4.6, ""Acidite"": 1.5, ""Amertume"": 2.3, ""Force"": 3.9, ""Fraicheur"": 3.2}"
Fiji Twisted,Le caractere du Mezcal s'exprime pleinement avec Jus de citron jaune et Baileys dans ce cocktail strong. Sensation chaleureuse avec des accents de terreux. Moment de partage.,"[""50ml Mezcal"", ""60ml Jus de citron jaune"", ""15ml Baileys"", ""Zeste de citron""]",1. Remplir le verre de glacons 2. Verser les ingredients directement dans le verre 3. Melanger doucement 5. Garnir avec zeste de citron,Strong,Facile,3,"{""Douceur"": 3.6, ""Acidite"": 3.4, ""Amertume"": 3.0, ""Force"": 5.0, ""Fraicheur"": 3.7}"
Capri Punch,Cocktail modern subtil celebrant Cachaca dans toute sa splendeur. Nectar de peche et Miel liquide completent l'ensemble. Complexite gustative revelant frais puis miel floral.,"[""45ml Cachaca"", ""90ml Nectar de peche"", ""30ml Miel liquide"", ""Noix de muscade rapee""]",1. Placer les ingredients dans un verre a melange avec glace 2. Remuer delicatement a la cuillere pendant 30 secondes 3. Filtrer dans un verre refroidi 5. Garnir selon votre preference,Modern,Moyen,7,"{""Douceur"": 4.3, ""Acidite"": 1.5, ""Amertume"": 1.7, ""Force"": 4.3, ""Fraicheur"": 2.4}"
Shanghai Cooler,"Ce classic complexe combine harmonieusement Rhum blanc et Cola, avec une touche de Kahlua. Notes dominantes de canne avec une finale fraiche. Ideal pour une soiree entre amis.","[""50ml Rhum blanc"", ""90ml Cola"", ""15ml Kahlua"", ""Rondelle de citron vert"", ""Glacons"", ""Sucre de canne""]",1. Placer tous les ingredients dans un blender 2. Ajouter une tasse de glace pilee 3. Mixer jusqu'a obtenir une consistance lisse 4. Verser dans un verre hurricane 5. Garnir avec rondelle de citron vert,Classic,Moyen,4,"{""Douceur"": 4.8, ""Acidite"": 2.1, ""Amertume"": 2.9, ""Force"": 4.3, ""Fraicheur"": 2.6}"
Barcelona Velvet,Un melange elegant et subtil de Whisky irlandais avec Jus de cranberry. Le Blue Curacao ajoute une dimension sensorielle. Profil gustatif marque par cereale et une touche de berry. Recommande pour les soirees elegantes.,"[""50ml Whisky irlandais"", ""90ml Jus de cranberry"", ""20ml Blue Curacao"", ""Feuilles de menthe""]",1. Combiner les ingredients dans le verre 2. Melanger et servir 5. Garnir avec feuilles de menthe,Tiki,Moyen,6,"{""Douceur"": 2.8, ""Acidite"": 3.0, ""Amertume"": 3.2, ""Force"": 4.3, ""Fraicheur"": 3.4}"
Persian Temptation,"Le Rhum blanc prend vie dans ce cocktail refreshing, marie au Eau de rose et sublime par Benedictine. Profil gustatif marque par tropical et une touche de tropical. Une sophistique decouverte.","[""60ml Rhum blanc"", ""90ml Eau de rose"", ""30ml Benedictine"", ""Olive verte"", ""Sel de celeri""]",1. Placer les ingredients dans un verre a melange avec glace 2. Remuer delicatement a la cuillere pendant 30 secondes 3. Filtrer dans un verre refroidi 5. Garnir selon votre preference,Refreshing,Moyen,4,"{""Douceur"": 2.1, ""Acidite"": 1.5, ""Amertume"": 3.2, ""Force"": 3.6, ""Fraicheur"": 1.8}"
Singapore Twisted,Une creation convivial ou le Pisco dialogue avec Ginger ale. Kahlua orchestre cette rencontre. Notes dominantes de fruite avec une finale douce. Emotion intense garantie.,"[""50ml Pisco"", ""30ml Ginger ale"", ""25ml Kahlua"", ""Rondelle de citron vert"", ""Glacons"", ""Poivre noir""]",1. Placer les ingredients dans un verre a melange avec glace 2. Remuer delicatement a la cuillere pendant 30 secondes 3. Filtrer dans un verre refroidi 5. Garnir avec rondelle de citron vert,Classic,Moyen,7,"{""Douceur"": 4.7, ""Acidite"": 1.5, ""Amertume"": 3.3, ""Force"": 4.4, ""Fraicheur"": 2.3}"
Malibu Vintage,"Ce tropical delicat combine harmonieusement Rhum brun et Jus de pomme, avec une touche de Kahlua. Bouquet de epice evoluant vers profond. Ideal pour une pause rafraichissante.","[""60ml Rhum brun"", ""45ml Jus de pomme"", ""25ml Kahlua"", ""Baton de cannelle""]",1. Placer tous les ingredients dans un blender 2. Ajouter une tasse de glace pilee 3. Mixer jusqu'a obtenir une consistance lisse 4. Verser dans un verre hurricane 5. Garnir selon votre preference,Tropical,Moyen,7,"{""Douceur"": 3.5, ""Acidite"": 2.0, ""Amertume"": 2.3, ""Force"": 4.2, ""Fraicheur"": 2.7}"
The Electric Day,Un melange exotique et complexe de Gin avec Creme de coco. Le Midori ajoute une dimension sensorielle. Sensation rafraichissante avec des accents de herbes. Recommande pour les afterworks.,"[""50ml Gin"", ""60ml Creme de coco"", ""15ml Midori"", ""Tranche d'ananas""]",1. Remplir le verre de glacons 2. Verser les ingredients directement dans le verre 3. Melanger doucement 5. Garnir avec tranche d'ananas,Tiki,Difficile,6,"{""Douceur"": 3.6, ""Acidite"": 1.5, ""Amertume"": 1.7, ""Force"": 4.2, ""Fraicheur"": 2.6}"
Bali Fizz,Harmonie elegant entre Mezcal vigoureux et Jus de raisin delicat. Benedictine ajoute la note parfaite. Complexite gustative revelant terreux puis fruit. Pour les amateurs de experiences uniques.,"[""60ml Mezcal"", ""60ml Jus de raisin"", ""15ml Benedictine"", ""Cerise au marasquin"", ""Glacons""]",1. Verser le premier ingredient au fond du verre 2. Utiliser le dos d'une cuillere pour superposer chaque couche 3. Proceder lentement pour preserver les couches distinctes 5. Garnir avec cerise au marasquin,Digestif,Facile,6,"{""Douceur"": 3.2, ""Acidite"": 1.5, ""Amertume"": 2.5, ""Force"": 4.8, ""Fraicheur"": 3.2}"
Marrakech Coastal,"Un sophistique voyage sensoriel avec Tequila reposado comme guide, Jus de pomme comme compagnon et Sirop d'orgeat comme destination. Bouquet de agave evoluant vers fruit.","[""50ml Tequila reposado"", ""30ml Jus de pomme"", ""15ml Sirop d'orgeat"", ""Rondelle d'orange"", ""Glacons"", ""Sucre de canne""]",1. Placer les ingredients dans un verre a melange avec glace 2. Remuer delicatement a la cuillere pendant 30 secondes 3. Filtrer dans un verre refroidi 5. Garnir avec rondelle d'orange,Modern,Moyen,7,"{""Douceur"": 4.7, ""Acidite"": 2.0, ""Amertume"": 3.2, ""Force"": 4.3, ""Fraicheur"": 1.9}"
The Silky Wave,Creation subtil associant Rhum ambre et Eau de rose avec elegance. Cointreau complete ce tableau gustatif. Palette aromatique riche en boise et boise. Pour ceux qui aiment surprendre.,"[""50ml Rhum ambre"", ""90ml Eau de rose"", ""30ml Cointreau"", ""Zeste de citron"", ""Glacons"", ""Poivre noir""]",1. Shaker tous les ingredients sans glace pendant 10 secondes 2. Ajouter la glace et shaker a nouveau 15 secondes 3. Double filtrer dans le verre 5. Garnir avec zeste de citron,Classic,Difficile,9,"{""Douceur"": 2.4, ""Acidite"": 1.5, ""Amertume"": 1.8, ""Force"": 4.5, ""Fraicheur"": 2.4}"
Dublin French,Ce cocktail tiki met en valeur le Rhum blanc accompagne de Jus de cranberry frais. Chambord apporte un equilibre parfait. Bouquet de canne evoluant vers tropical.,"[""45ml Rhum blanc"", ""45ml Jus de cranberry"", ""15ml Chambord"", ""Rondelle de citron vert"", ""Glacons""]",1. Combiner les ingredients dans le verre 2. Melanger et servir 5. Garnir avec rondelle de citron vert,Tiki,Facile,7,"{""Douceur"": 3.5, ""Acidite"": 2.6, ""Amertume"": 3.2, ""Force"": 4.0, ""Fraicheur"": 3.1}"
Rustic Shadow,Une creation elegant ou le Pisco dialogue avec Nectar de litchi. Amaretto orchestre cette rencontre. Attaque subtile suivie de notes de floral. Emotion pure garantie.,"[""45ml Pisco"", ""30ml Nectar de litchi"", ""20ml Amaretto"", ""Quartier de fraise"", ""Glacons"", ""Sucre de canne""]",1. Placer les ingredients dans un verre a melange avec glace 2. Remuer delicatement a la cuillere pendant 30 secondes 3. Filtrer dans un verre refroidi 5. Garnir selon votre preference,Tropical,Difficile,5,"{""Douceur"": 5.0, ""Acidite"": 1.5, ""Amertume"": 3.2, ""Force"": 3.6, ""Fraicheur"": 2.2}"
Cape Town Nordic,Decouvrez ce cocktail exotique ou le Mezcal rencontre le Nectar de litchi dans une danse de saveurs. Sirop de grenadine apporte la touche finale. Bouquet de fume evoluant vers grenade.,"[""50ml Mezcal"", ""60ml Nectar de litchi"", ""15ml Sirop de grenadine"", ""Olive verte""]","1. Dans un shaker, piler delicatement les ingredients frais 2. Ajouter les alcools et la glace 3. Shaker vigoureusement pendant 10 secondes 4. Filtrer dans un verre refroidi 5. Garnir selon votre preference",Refreshing,Facile,6,"{""Douceur"": 5.0, ""Acidite"": 1.5, ""Amertume"": 1.7, ""Force"": 4.2, ""Fraicheur"": 3.5}"
Shanghai Spritz,Un melange exotique et equilibre de Vodka avec Tonic water. Le Sirop de grenadine ajoute une dimension gustative. Palette aromatique riche en neutre et grenade. Recommande pour les soirees d'ete.,"[""60ml Vodka"", ""90ml Tonic water"", ""20ml Sirop de grenadine"", ""Quartier de fraise"", ""Glacons""]",1. Shaker tous les ingredients sans glace pendant 10 secondes 2. Ajouter la glace et shaker a nouveau 15 secondes 3. Double filtrer dans le verre 5. Garnir selon votre preference,Tiki,Moyen,8,"{""Douceur"": 3.3, ""Acidite"": 1.5, ""Amertume"": 3.0, ""Force"": 4.0, ""Fraicheur"": 4.5}"
Persian Mind,Ce cocktail tropical met en valeur le Cognac accompagne de Jus de tomate frais. Campari apporte une profondeur remarquable. Profil gustatif marque par chene et une touche de fruit sec.,"[""60ml Cognac"", ""30ml Jus de tomate"", ""30ml Campari"", ""Branche de romarin"", ""Glacons"", ""Eau petillante""]",1. Ajouter tous les ingredients dans un shaker avec de la glace 2. Shaker energiquement pendant 15 secondes 3. Filtrer dans le verre de service 5. Garnir avec branche de romarin,Tropical,Difficile,8,"{""Douceur"": 2.1, ""Acidite"": 2.6, ""Amertume"": 4.3, ""Force"": 4.5, ""Fraicheur"": 2.7}"
The Vintage Day,Decouvrez ce cocktail sophistique ou le Cachaca rencontre le Jus d'ananas dans une danse de saveurs. Sirop simple apporte la touche finale. Attaque vive suivie de notes de vegetal.,"[""50ml Cachaca"", ""90ml Jus d'ananas"", ""25ml Sirop simple"", ""Noix de muscade rapee"", ""Glacons""]",1. Combiner les ingredients dans le verre 2. Melanger et servir 5. Garnir selon votre preference,Modern,Facile,5,"{""Douceur"": 4.4, ""Acidite"": 1.7, ""Amertume"": 2.5, ""Force"": 4.6, ""Fraicheur"": 3.1}"
Rio Frozen,"Un cocktail sophistique a base de Gin, melange avec Soda et rehausse de Midori. Bouquet de herbes evoluant vers carbonated. Parfait pour les soirees elegantes.","[""45ml Gin"", ""90ml Soda"", ""15ml Midori"", ""Quartier de fraise"", ""Glacons"", ""Sel de celeri""]",1. Placer tous les ingredients dans un blender 2. Ajouter une tasse de glace pilee 3. Mixer jusqu'a obtenir une consistance lisse 4. Verser dans un verre hurricane 5. Garnir selon votre preference,Aperitif,Moyen,7,"{""Douceur"": 2.4, ""Acidite"": 1.5, ""Amertume"": 1.5, ""Force"": 4.1, ""Fraicheur"": 2.2}"
